game_id,drive_id,offense,defense,drive_number,start_field_position,plays,yards,points,result,turnover,touchdown,field_goal,punt,success_rate,ppa,explosiveness
401539477,40153947713,SMU,Tulane,13,35.0,11,65.0,7,TD,0,1,0,0,0.36363636363636365,0.5242717010691335,2.156778892989104
401539477,40153947714,SMU,Tulane,14,35.0,9,38.0,0,OTHER,0,0,0,0,0.3333333333333333,-0.1537074800464465,1.223899629100268
401539477,40153947715,SMU,Tulane,15,37.0,2,1.0,0,OTHER,0,0,0,0,0.0,-0.870939720055624,0.9
401539477,40153947716,SMU,Tulane,16,35.0,7,34.0,0,PUNT,0,0,0,1,0.2857142857142857,-0.15504442971217056,0.8153323733415201
401539477,40153947717,SMU,Tulane,17,25.0,4,38.0,0,PUNT,0,0,0,1,0.0,-0.3436037534828588,0.9
401539477,40153947718,Tulane,SMU,18,37.0,5,63.0,7,TD,0,1,0,0,0.8,1.01010215871555,1.299195074226418
401539477,40153947719,Tulane,SMU,19,35.0,9,111.0,3,FG,0,0,1,0,0.3333333333333333,0.5961535308969275,1.7502544718347484
401539477,4015394772,Tulane,SMU,2,99.0,1,1.0,7,TD,0,1,0,0,1.0,0.938021275120443,0.938021275120443
401539477,40153947720,SMU,Tulane,20,35.0,6,14.0,0,PUNT,0,0,0,1,0.16666666666666666,0.002737650994680115,0.3420124320108239
401539477,40153947721,SMU,Tulane,21,33.0,15,84.0,3,FG,0,0,1,0,0.4,0.08845171161421775,0.7495170790870973
401539477,40153947722,SMU,Tulane,22,35.0,6,17.0,0,PUNT,0,0,0,1,0.16666666666666666,-0.1146636908407288,0.35482085501209504
401539477,40153947723,SMU,Tulane,23,70.0,6,47.0,3,FG,0,0,1,0,0.16666666666666666,-0.11336844543439056,0.2659599577436895
401539477,40153947724,SMU,Tulane,24,35.0,6,2.0,0,PUNT,0,0,0,1,0.0,-0.3852071606375551,0.9
401539477,40153947725,SMU,Tulane,25,27.0,4,6.0,0,PUNT,0,0,0,1,0.0,-0.356301006530017,0.9
401539477,40153947726,Tulane,SMU,26,22.0,5,26.0,0,TO,1,0,0,0,0.4,-0.14560303953177556,0.5215687790629446
401539477,40153947727,SMU,Tulane,27,63.0,10,54.0,3,FG,0,0,1,0,0.1,-0.41737550877823104,1.7471271553179037
401539477,40153947728,SMU,Tulane,28,35.0,16,86.0,0,OTHER,0,0,0,0,0.375,-0.04159022471057493,1.3825405503238277
401539477,40153947729,SMU,Tulane,29,13.0,2,9.0,0,OTHER,0,0,0,0,0.5,0.9076015414297549,0.9076015414297549
401539477,4015394773,Tulane,SMU,3,35.0,11,116.0,0,OTHER,0,0,0,0,0.5454545454545454,0.30669831371733103,0.7745888683287214
